objid              , ra              , dec                 , u       , g       , r       , i       , z       , class, redshift     , _q   , W1mag , W2mag , W3mag , W4mag, W1_W2        , u_g
1237646381543457037, 96.3463631640545, 0.54449254724779    , 18.30842, 16.74553, 16.13087, 15.86162, 15.67015, STAR , -5.982148e-06,  43.0, 13.748, 13.735, 11.164, 8.263, 0.013000488  , 1.562890000000003
1237646382079344941, 94.1002598196043, 0.887737733996547   , 17.80895, 16.50277, 16.38258, 16.38958, 16.3496 , STAR , 0.0001565262 ,  44.0, 14.571, 14.455, 12.288, 8.686, 0.116000175  , 1.3061799999999977
1237646382079345434, 94.1777951492365, 0.891131259579838   , 17.69851, 16.2152 , 16.04205, 16.00999, 15.95449, STAR , 0.0001580713 ,  45.0, 14.411, 14.308, 12.483, 9.008, 0.10300064   , 1.4833099999999995
1237646382079410288, 94.234069518154 , 0.851906071532637   , 18.52553, 17.03238, 16.85107, 16.81772, 16.75011, STAR , 0.0001643789 ,  46.0, 15.418, 15.313, 11.596, 8.573, 0.105000496  , 1.49315
1237646382079475776, 94.3816607041047, 0.942048616777287   , 17.68669, 16.2624 , 16.12234, 16.09487, 16.03698, STAR , 0.0002561817 ,  47.0, 14.248, 14.202, 11.815, 8.864, 0.04600048   , 1.4242899999999992
1237646382079476040, 94.4098694603181, 0.934068419488912   , 18.83441, 17.30827, 17.13613, 17.08087, 17.01908, STAR , 0.0001124597 ,  48.0, 14.859, 14.928, 12.4  , 8.94 , -0.069000244 , 1.526139999999998
1237646382079476277, 94.433690219853 , 0.972052206935827   , 18.79271, 17.0423 , 16.26496, 15.91869, 15.74185, STAR , 0.0001368872 ,  49.0, 15.056, 14.965, 10.863, 8.593, 0.0909996    , 1.7504099999999987
1237646382079476342, 94.4436365983993, 0.852922385903225   , 18.438  , 16.98621, 16.83219, 16.81224, 16.79249, STAR , 0.0001436768 ,  50.0, 13.597, 13.417, 11.771, 9.126, 0.1800003    , 1.451789999999999
1237646382079476799, 94.4988186668859, 0.989660893103034   , 18.09839, 16.7229 , 16.13046, 15.87395, 15.6924 , STAR , 1.952831e-05 ,  51.0, 14.469, 14.295, 11.808, 8.442, 0.17399979   , 1.3754899999999992
1237646382079476967, 94.5183336136453, 0.839123718222903   , 18.66632, 17.20002, 17.04716, 17.02973, 16.97475, STAR , 0.0001941249 ,  52.0, 15.519, 15.35 , 12.452, 8.929, 0.16899967   , 1.4663000000000004
1237646382079477651, 94.4806502075398, 1.00205915535226    , 19.42064, 17.82483, 17.0706 , 16.7584 , 16.54133, STAR , 0.0002820303 ,  53.0, 15.374, 15.409, 11.527, 8.234, -0.0350008   , 1.5958100000000002
1237646382079541340, 94.5317478520563, 0.928831929962996   , 17.79365, 16.34339, 15.96839, 16.11843, 15.72173, STAR , 8.396233e-05 ,  54.0, 13.599, 13.48 , 12.19 , 8.478, 0.119000435  , 1.45026
1237646382079541357, 94.5320761563528, 0.87723017341789    , 17.60406, 16.05053, 15.6941 , 15.82955, 15.44363, STAR , 8.802761e-05 ,  55.0, 15.127, 15.105, 12.366, 8.644, 0.022000313  , 1.553530000000002
1237646382079541631, 94.5704586029465, 0.997188228819931   , 18.69618, 17.23645, 16.63734, 16.35796, 16.14807, STAR , 0.0002529922 ,  56.0, 15.816, 15.835, 12.596, 8.957, -0.019000053 , 1.4597299999999969
1237646382079541699, 94.5779976177799, 0.877346809189994   , 18.28783, 16.75007, 16.42278, 16.31002, 16.22085, STAR , 0.0001304375 ,  57.0, 15.954, 15.762, 12.552, 8.716, 0.19200039   , 1.5377599999999987
1237646382079541728, 94.5825707830548, 0.983113774371273   , 19.82014, 18.117  , 17.57555, 17.22457, 17.13254, STAR , 6.325242e-05 ,  58.0, 15.487, 15.243, 12.511, 9.014, 0.24400043   , 1.7031399999999977
1237646382079541912, 94.5932656712725, 0.94895974171945    , 19.05359, 17.62755, 17.16829, 16.96772, 16.8418 , STAR , 9.675207e-05 ,  59.0, 14.124, 14.04 , 11.963, 9.016, 0.083999634  , 1.4260400000000004
1237646382079541994, 94.6040735464675, 0.925177408268303   , 17.9441 , 16.4345 , 15.99379, 15.80487, 15.69043, STAR , 5.405584e-05 ,  60.0, 13.818, 13.737, 12.264, 8.122, 0.080999374  , 1.509599999999999
1237646382079542727, 94.547536592323 , 0.961421886945658   , 19.64962, 18.01551, 17.04231, 15.96809, 15.24194, STAR , 0.0001261324 ,  61.0, 15.442, 15.201, 12.451, 8.82 , 0.24100018   , 1.6341099999999997
1237646382079606869, 94.6794989887317, 0.842321009604755   , 18.47695, 16.94897, 16.68126, 16.59887, 16.51747, STAR , 0.0002067829 ,  62.0, 15.529, 15.346, 12.651, 8.743, 0.18300056   , 1.5279799999999994
1237646382079607640, 94.8136172492518, 0.864159159689183   , 16.59753, 15.22174, 14.99648, 14.93687, 14.85173, STAR , 0.0001521183 ,  63.0, 16.061, 16.224, 12.6  , 8.806, -0.1630001   , 1.3757899999999985
1237646382079607680, 94.8133301930155, 0.980798042570744   , 17.26491, 16.00246, 15.79299, 15.68303, 15.66872, STAR , 0.0001568349 ,  64.0, 13.272, 13.116, 12.762, 8.921, 0.15600014   , 1.2624500000000012
1237646382079672552, 94.8610824394032, 0.898412512268471   , 19.07524, 17.7593 , 16.9488 , 16.63678, 16.42654, STAR , 0.0002489523 ,  65.0, 14.286, 14.139, 12.031, 8.709, 0.14700031   , 1.3159400000000012
1237646382079672588, 94.8725098852256, 0.838282236847599   , 17.95106, 16.34713, 15.94763, 15.79226, 15.67866, STAR , 7.648661e-05 ,  66.0, 14.545, 14.455, 12.531, 8.929, 0.09000015   , 1.6039299999999983
1237646382079672642, 94.8838870397962, 0.990685512386924   , 17.03847, 15.47224, 15.10297, 14.97051, 14.88297, STAR , 1.177334e-05 ,  67.0, 15.1  , 15.002, 12.629, 8.506, 0.09800053   , 1.566230000000001
1237646382079672786, 94.9153668590344, 0.945378900019097   , 18.39684, 16.85855, 16.57424, 16.48492, 16.37063, STAR , 0.0001355361 ,  68.0, 15.191, 14.982, 11.984, 9.088, 0.20899963   , 1.53829
1237646382079738335, 95.0387267570219, 0.908545742276297   , 18.90392, 17.22835, 16.88944, 16.76901, 16.66028, STAR , 0.0001835092 ,  69.0, 14.921, 14.671, 12.332, 9.103, 0.25         , 1.6755700000000004
1237646382079738484, 95.0914112079307, 0.963893843989823   , 18.87002, 17.05878, 16.19566, 15.7946 , 15.59423, STAR , 0.0001129468 ,  70.0, 15.531, 15.529, 12.009, 8.8  , 0.001999855  , 1.8112400000000015
1237646382079738485, 95.0693820734873, 0.967119305374225   , 18.74394, 17.15325, 16.83968, 16.71426, 16.59256, STAR , 0.0001387192 ,  71.0, 15.626, 15.641, 12.373, 8.803, -0.01499939  , 1.5906899999999986
1237646382079803959, 95.2219504907333, 0.868323529129275   , 18.73745, 17.17706, 16.44903, 16.12138, 15.88933, STAR , 0.0001051193 ,  72.0, 15.799, 15.745, 12.338, 8.753, 0.0539999    , 1.5603899999999982
1237646382079803986, 95.2261260646288, 0.957250972772023   , 19.06613, 17.34293, 16.72245, 16.43074, 16.22178, STAR , 7.160752e-05 ,  73.0, 15.548, 15.346, 12.524, 8.707, 0.20200062   , 1.723200000000002
1237646382079803989, 95.2281794506297, 0.891174873178981   , 18.6706 , 16.99171, 16.56165, 16.38384, 16.19722, STAR , 0.0001426768 ,  74.0, 15.975, 15.671, 12.218, 8.822, 0.30400085   , 1.678889999999999
1237646382079804054, 95.2428866134489, 0.970593395971388   , 17.70423, 15.86547, 15.29097, 15.01794, 14.82418, STAR , 0.0001180047 ,  75.0, 16.069, 16.223, 12.502, 8.82 , -0.15399933  , 1.8387599999999988
1237646382079804099, 95.2700411580229, 0.858987207230547   , 18.66571, 16.94823, 16.53554, 16.35474, 16.18672, STAR , 0.0001628164 ,  76.0, 15.683, 15.452, 12.575, 8.707, 0.23099995   , 1.717480000000002
1237646382079804389, 95.1322446141489, 1.01073739105148    , 20.21004, 18.00071, 16.92444, 16.42185, 16.1272 , STAR , 0.0002145359 ,  77.0, 13.076, 12.925, 12.181, 9.044, 0.15100002   , 2.209329999999998
1237646382079804742, 95.1828002417581, 1.00530096700723    , 19.22186, 17.43544, 16.93804, 16.69567, 16.53674, STAR , 8.162519e-05 ,  78.0, 14.63 , 14.847, 12.418, 8.805, -0.21700001  , 1.7864199999999997
1237646382079804787, 95.1849370190702, 0.921410183627822   , 20.96696, 18.40789, 17.01272, 15.90715, 15.3023 , STAR , 3.709595e-05 ,  79.0, 14.277, 14.191, 12.392, 9.105, 0.08600044   , 2.559070000000002
1237646382079804915, 95.2055559607477, 0.908189328050695   , 19.66233, 17.85414, 17.29459, 17.04074, 16.83902, STAR , 0.0001083909 ,  80.0, 15.146, 15.273, 12.363, 8.973, -0.12699986  , 1.8081899999999997
1237646382079805324, 95.2660485187715, 0.940066573809983   , 19.25114, 17.48392, 16.90086, 16.62302, 16.42503, STAR , 0.0001299768 ,  81.0, 14.921, 14.608, 12.461, 9.025, 0.31299973   , 1.7672199999999982
1237646382079806186, 95.2540341167501, 0.959027461590534   , 23.69055, 21.83275, 20.60387, 20.0723 , 19.86289, STAR , 0.00195555   ,  82.0, 15.507, 15.2  , 12.566, 9.227, 0.30700016   , 1.857800000000001
1237646382079869048, 95.2870985573816, 0.966918446032578   , 18.84067, 17.15699, 16.6308 , 16.37362, 16.20866, STAR , 7.416188e-05 ,  83.0, 16.215, 16.448, 12.49 , 8.834, -0.2329998   , 1.683679999999999
1237646382079869104, 95.2993636369215, 0.890374687787888   , 18.72799, 17.11779, 16.48396, 16.15507, 15.94641, STAR , 8.62891e-05  ,  84.0, 14.888, 15.084, 12.498, 8.812, -0.1960001   , 1.610199999999999
1237646382079869144, 95.3113774987951, 0.946367895328646   , 19.63053, 17.8507 , 17.28202, 17.00957, 16.76334, STAR , 0.0001971775 ,  85.0, 15.108, 15.044, 12.304, 9.034, 0.06400013   , 1.7798300000000005
1237646382079869603, 95.3923418734585, 0.919354746079895   , 17.47349, 15.74609, 15.22986, 15.0143 , 14.84528, STAR , 7.752631e-05 ,  86.0, 15.527, 15.375, 12.192, 8.688, 0.15200043   , 1.7274000000000012
1237646382079869702, 95.410011611339 , 0.838141218051057   , 17.91277, 16.32434, 15.58422, 15.25003, 15.03421, STAR , 0.0001847543 ,  87.0, 15.229, 15.523, 12.108, 9.141, -0.29399967  , 1.588429999999999
1237646382079870358, 95.3410837696624, 1.00085795926808    , 24.57358, 25.15044, 22.40099, 21.96035, 20.99809, QSO  , 1.211132     ,  88.0, 14.065, 13.88 , 12.328, 8.819, 0.18499947   , -0.5768599999999999
1237646382079934757, 95.4782495376182, 0.842532115218305   , 18.74132, 17.29397, 16.92432, 16.83919, 16.63634, STAR , 0.0001578305 ,  89.0, 14.856, 14.824, 12.581, 9.024, 0.031999588  , 1.4473500000000001
1237646382079934844, 95.4875103452873, 0.92531189805077    , 18.73705, 17.06851, 16.68374, 16.52062, 16.36351, STAR , 0.0001311639 ,  90.0, 14.082, 13.927, 12.64 , 8.981, 0.15499973   , 1.6685400000000001
1237646382079934911, 95.5021878262306, 0.963263450329101   , 17.76895, 16.28859, 15.89664, 15.73424, 15.52795, STAR , 0.0001736676 ,  91.0, 15.591, 15.544, 12.43 , 8.518, 0.04699993   , 1.480360000000001
1237646382079935021, 95.5295163808575, 0.970692871301128   , 18.14242, 16.30503, 15.76425, 15.50117, 15.26982, STAR , 9.752477e-05 ,  92.0, 16.141, 16.187, 12.507, 9.017, -0.045999527 , 1.8373900000000027
1237646382079935586, 95.4606981528366, 0.870409417694018   , 19.31363, 17.59785, 17.14318, 16.95871, 16.77838, STAR , 0.0001476643 ,  93.0, 15.522, 15.407, 12.342, 9.11 , 0.115000725  , 1.7157799999999988
1237646382079935969, 95.5162029279528, 0.908679974724668   , 19.77253, 17.93699, 16.8608 , 16.34152, 15.98592, STAR , 0.0001555573 ,  94.0, 16.232, 16.084, 12.385, 8.76 , 0.14800072   , 1.8355399999999982
1237646382080000028, 95.5718908072134, 0.953216650773059   , 18.65735, 17.15746, 16.70656, 16.49734, 16.32541, STAR , 0.0001840082 ,  95.0, 16.029, 16.475, 12.592, 9.098, -0.44600105  , 1.4998900000000006
1237646382080000047, 95.5763349688381, 0.988936063296223   , 18.23109, 16.5295 , 16.04592, 15.82595, 15.61837, STAR , 0.0001240066 ,  96.0, 15.759, 16.355, 12.458, 8.995, -0.5959997   , 1.7015899999999995
1237646382080000397, 95.6653409900366, 0.880276948063463   , 18.3962 , 16.77513, 16.34279, 16.14446, 15.98003, STAR , 0.0002163072 ,  97.0, 15.129, 14.984, 12.448, 8.654, 0.1449995    , 1.6210699999999996
1237646382080000516, 95.6989554117637, 0.975633624288684   , 18.94802, 17.21039, 16.73198, 16.487  , 16.31816, STAR , 0.0002721256 ,  98.0, 15.224, 15.319, 12.648, 8.761, -0.09500027  , 1.7376299999999993
1237646382080001750, 95.7115214254621, 0.941153021889198   , 19.53724, 17.72064, 17.18238, 16.93931, 16.73787, STAR , 0.0001504173 ,  99.0, 15.217, 15.08 , 12.448, 9.01 , 0.13700008   , 1.816600000000001
1237646382080065645, 95.7314023763831, 1.00197226684995    , 18.11789, 16.60105, 16.09809, 15.879  , 15.68943, STAR , 0.0003238948 , 100.0, 15.163, 15.048, 12.563, 9.046, 0.11499977   , 1.5168399999999984
1237646382080065674, 95.7399859175056, 0.861880415615242   , 18.01439, 16.37078, 15.91688, 15.71746, 15.55174, STAR , 0.0001714224 , 101.0, 14.611, 14.59 , 12.37 , 8.807, 0.020999908  , 1.643609999999999
1237646382080131559, 95.972776032252 , 0.847201351068121   , 19.12568, 17.28396, 16.37393, 15.96665, 15.7325 , STAR , 3.883882e-05 , 102.0, 15.61 , 15.417, 12.597, 8.55 , 0.19299984   , 1.8417199999999987
1237646382080197278, 96.1297179420935, 0.996759246324503   , 19.06342, 17.39516, 16.82567, 16.55591, 16.39878, STAR , 0.0001424178 , 103.0, 14.513, 14.362, 12.287, 8.524, 0.15099907   , 1.66826
1237646382080262641, 96.2746740390458, 0.84218039441451    , 18.0279 , 16.33461, 15.93053, 15.75444, 15.63022, STAR , 0.0001742895 , 104.0, 13.926, 13.766, 12.68 , 9.21 , 0.15999985   , 1.6932899999999975
1237646382080262656, 96.2946787215503, 0.879354529070899   , 17.75707, 16.10103, 15.67765, 15.49004, 15.32634, STAR , 2.191442e-05 , 105.0, 14.996, 15.119, 12.47 , 8.987, -0.123000145 , 1.6560399999999973
1237646549571731569, 41.0394505571827, 1.27682829601997    , 20.19147, 19.86632, 19.80967, 19.68132, 19.26248, QSO  , 2.127994     , 106.0, 15.683, 15.633, 12.377, 8.877, 0.049999237  , 0.32514999999999716
1237646549575336530, 49.2975471899754, 1.27349100026112    , 23.5141 , 23.83362, 22.25455, 19.64033, 18.33732, STAR , 5.458858e-05 , 108.0, 16.557, 16.983, 12.586, 8.933, -0.4260006   , -0.3195200000000007
1237646549577367669, 53.943508185368 , 1.27289590068357    , 19.83117, 19.57263, 19.32621, 19.09622, 18.85085, QSO  , 2.089301     , 109.0, 15.465, 15.182, 12.73 , 9.228, 0.283        , 0.25854
1237646549577760907, 54.7609560601256, 1.2755130545924     , 20.05449, 18.97994, 18.45569, 18.27535, 18.09653, STAR , -0.0002329728, 111.0, 14.851, 14.658, 12.634, 8.883, 0.19299984   , 1.0745500000000021
1237646549577760957, 54.8430185584849, 1.27606738532485    , 19.67496, 17.18632, 16.07342, 15.66294, 15.35305, STAR , 0.0001114915 , 112.0, 16.104, 16.293, 12.622, 9.007, -0.18899918  , 2.48864
1237646549577891934, 55.0216160799018, 1.27450075691009    , 19.47332, 17.17348, 16.22887, 15.84207, 15.59702, STAR , -5.376758e-05, 114.0, 15.235, 15.479, 12.7  , 8.989, -0.24400043  , 2.2998399999999997
1237646551172318098, 88.6880862452195, -0.887691336594887  , 22.78538, 21.56048, 19.68559, 18.52516, 17.776  , STAR , 8.774865e-05 , 115.0, 15.686, 15.94 , 12.657, 9.171, -0.2539997   , 1.2249000000000017
1237646585544901026, 40.2767569361788, -0.833336489205217  , 22.29207, 22.15156, 21.54464, 20.91302, 20.42009, QSO  , 0.8334417    , 116.0, 14.668, 14.603, 12.232, 8.697, 0.065000534  , 0.14050999999999902
1237646585559187506, 72.9322726555287, -0.930132174719634  , 21.15357, 19.99909, 19.69922, 19.54148, 19.62214, STAR , 0.000179065  , 117.0, 15.295, 15.262, 12.683, 9.006, 0.032999992  , 1.1544799999999995
1237646585559187545, 72.9399683359503, -0.946746734837275  , 18.60869, 17.2593 , 16.75288, 16.56083, 16.48983, STAR , 0.000285046  , 119.0, 15.876, 15.842, 12.537, 8.734, 0.034000397  , 1.3493899999999996
1237646585559187811, 72.9763410568719, -0.849175348937717  , 21.40542, 20.1753 , 19.87671, 19.72299, 19.59583, STAR , -0.0001022953, 120.0, 15.585, 15.453, 12.338, 8.941, 0.13199997   , 1.2301199999999994
1237646585559187861, 73.0294530073882, -1.0366693099677    , 21.15714, 20.15612, 19.80161, 19.63994, 19.58121, STAR , -0.000108023 , 121.0, 15.853, 15.825, 12.652, 9.019, 0.027999878  , 1.001019999999997
1237646585559253377, 73.1308183822501, -0.85951028698319   , 20.89088, 19.90538, 19.56356, 19.41555, 19.31949, STAR , -0.0001106289, 122.0, 15.908, 15.945, 12.227, 8.884, -0.036999702 , 0.9854999999999983
1237646585563185946, 82.1227496326485, -0.83698574072447   , 21.36364, 20.10849, 19.43984, 19.19691, 18.93024, STAR , 0.0001941312 , 123.0, 16.065, 16.178, 11.888, 8.851, -0.11299896  , 1.2551500000000004
1237646585563513044, 82.9146049496134, -0.861711492078649  , 22.20528, 20.11097, 18.90811, 18.333  , 17.90707, STAR , 0.0002227539 , 124.0, 14.613, 14.639, 12.366, 8.892, -0.026000023 , 2.09431
1237646585563513548, 82.8981927352337, -0.889374527457906  , 20.12325, 18.1618 , 17.26788, 16.8776 , 16.62744, STAR , 0.000141479  , 125.0, 14.876, 14.807, 12.24 , 8.797, 0.069000244  , 1.9614499999999992
1237646585563643993, 83.0973839242632, -0.840216843641213  , 18.00216, 16.51429, 15.85651, 15.55195, 15.39107, STAR , 0.0001584812 , 126.0, 15.598, 15.458, 11.981, 9.011, 0.13999939   , 1.487870000000001
1237646585563644094, 83.1259986593935, -0.923496332808388  , 18.17068, 16.04599, 15.22213, 14.92224, 14.7631 , STAR , 2.064206e-05 , 127.0, 15.252, 15.872, 12.246, 8.906, -0.6199999   , 2.124690000000001
1237646585563644566, 83.0835248339633, -0.870258747828993  , 21.95251, 19.25337, 17.8203 , 16.2972 , 15.48874, STAR , 5.710717e-05 , 128.0, 14.945, 15.005, 12.653, 8.867, -0.06000042  , 2.69914
1237646585563644661, 83.1133557520625, -0.910293944230536  , 19.93974, 18.66991, 18.12936, 17.91072, 17.78545, STAR , 2.278636e-05 , 129.0, 15.206, 15.072, 11.976, 9.174, 0.13400078   , 1.269829999999999
1237646585563644838, 83.1762508236205, -0.945337829505255  , 20.84741, 19.55501, 18.97694, 18.75122, 18.60254, STAR , -0.000255007 , 130.0, 14.404, 14.345, 11.953, 9.083, 0.059000015  , 1.2924000000000007
1237646585563644920, 83.2166154152643, -0.865957607138403  , 21.00097, 18.36967, 17.1305 , 16.64499, 16.36462, STAR , -9.004719e-05, 131.0, 15.868, 15.977, 12.677, 9.069, -0.109000206 , 2.6312999999999995
1237646585563645423, 83.1767538804565, -0.910686683615299  , 23.16222, 21.21132, 20.3807 , 19.93839, 19.80831, STAR , -0.001247531 , 132.0, 15.778, 16.026, 12.795, 9.174, -0.24799919  , 1.9509000000000007
1237646585563645485, 83.209486938968 , -0.955348329547215  , 23.70614, 21.68666, 20.19017, 18.893  , 18.20032, STAR , -2.772093e-06, 133.0, 15.576, 15.525, 12.601, 8.403, 0.051000595  , 2.0194800000000015
1237646585563709988, 83.2234048402358, -0.837323178882514  , 20.62891, 19.26565, 18.64932, 18.39598, 18.23303, STAR , 0.000109764  , 134.0, 14.883, 14.865, 12.454, 9.119, 0.018000603  , 1.3632600000000004
1237646585563710511, 83.2545351189257, -0.857263650333749  , 23.90676, 21.03361, 19.49258, 18.23065, 17.56296, STAR , 4.529454e-05 , 135.0, 13.897, 13.732, 11.9  , 8.581, 0.16499996   , 2.873149999999999
1237646585563710534, 83.3135469880452, -1.01888545008287   , 22.72123, 21.19879, 19.65427, 18.62481, 18.0182 , STAR , 0.0001658504 , 136.0, 14.596, 14.387, 12.664, 9.064, 0.20899963   , 1.5224399999999996
1237646585563710575, 83.2740636693059, -1.02010174690457   , 22.28099, 20.45221, 19.8103 , 19.5099 , 19.3329 , STAR , -0.0001118578, 137.0, 14.925, 14.792, 12.262, 8.662, 0.13300037   , 1.8287799999999983
1237646585563710949, 83.3567428022698, -0.860043640773201  , 23.74363, 22.40138, 20.68451, 18.96257, 18.00529, STAR , 9.100571e-05 , 138.0, 15.571, 15.713, 12.526, 8.854, -0.1420002   , 1.34225
1237646585563775329, 83.4940623629766, -0.955679730620328  , 22.15273, 19.50872, 18.1003 , 16.7553 , 16.02034, STAR , 4.161405e-05 , 139.0, 15.343, 15.444, 12.503, 8.793, -0.10099983  , 2.644009999999998
1237646585563775441, 83.4845127703763, -0.852578339260218  , 19.17518, 17.40466, 16.63892, 16.28806, 16.08584, STAR , 0.0002734244 , 140.0, 15.095, 14.848, 12.394, 8.67 , 0.2470007    , 1.7705200000000012
1237646585563775639, 83.4245566322681, -0.855718171211979  , 22.04354, 19.77343, 18.84295, 18.46205, 18.23359, STAR , 0.0001200589 , 141.0, 15.071, 15.051, 12.67 , 8.385, 0.020000458  , 2.270109999999999
1237646585563775767, 83.4767558195384, -0.891474160243187  , 21.2352 , 18.71469, 17.3494 , 15.82016, 14.98959, STAR , 6.416578e-05 , 143.0, 15.916, 16.815, 12.286, 8.871, -0.89900017  , 2.520509999999998
1237646585563776176, 83.4385486807147, -0.901442210944101  , 24.01132, 21.78071, 20.28429, 19.03035, 18.36642, STAR , 0.0001882464 , 144.0, 15.109, 14.9  , 12.404, 8.471, 0.20900059   , 2.230610000000002
1237646585563776194, 83.4508639954029, -1.01690628091568   , 23.6165 , 21.36623, 20.6773 , 20.36644, 20.10522, STAR , -0.001923196 , 145.0, 16.102, 16.41 , 12.129, 8.563, -0.30800056  , 2.250269999999997
1237646585563776213, 83.4585289159128, -0.944158761090881  , 25.39782, 22.06734, 20.43901, 19.08632, 18.24465, STAR , -0.0001937922, 146.0, 15.718, 15.464, 12.636, 9.077, 0.25400066   , 3.330479999999998
